state_county, latitude , longitude 
Idaho_Gem, 44.08667 ,-116.38667 
Idaho_Gooding, 42.89250 ,-114.82000 
Idaho_Idaho, 45.82545 ,-116.14364 
Idaho_Jefferson, 43.80429 ,-112.18286 
Idaho_Jerome, 42.63333 ,-114.22667 
Idaho_Kootenai, 47.71750 ,-116.74417 
Idaho_Latah, 46.76500 ,-116.77000 
Idaho_Lemhi, 45.04444 ,-113.95333 
Idaho_Lewis, 46.25800 ,-116.36400 
Idaho_Lincoln, 43.01667 ,-114.27000 
Idaho_Madison, 43.83000 ,-111.62333 
Idaho_Minidoka, 42.66333 ,-113.77333 
Idaho_Nez Perce, 46.38000 ,-116.63000 
Idaho_Oneida, 42.22000 ,-112.48500 
Idaho_Owyhee, 43.12600 ,-116.45400 
Idaho_Payette, 43.98667 ,-116.80333 
Idaho_Power, 42.58333 ,-112.79667 
Idaho_Shoshone, 47.41222 ,-116.05778 
Idaho_Teton, 43.77750 ,-111.19000 
Idaho_Twin Falls, 42.42000 ,-114.57875 
Idaho_Valley, 44.79000 ,-115.71500 
Idaho_Washington, 44.49000 ,-116.73000 
Illinois_Adams, 39.99867 ,-91.18400 
Illinois_Alexander, 37.16000 ,-89.33667 
Illinois_Bond, 38.89333 ,-89.43000 
Illinois_Boone, 42.33000 ,-88.80600 
Illinois_Brown, 39.95667 ,-90.75333 
Illinois_Bureau, 41.38125 ,-89.48188 
Illinois_Calhoun, 39.13375 ,-90.64000 
Illinois_Carroll, 42.05000 ,-89.91714 
Illinois_Cass, 39.94800 ,-90.22800 
Illinois_Champaign, 40.12037 ,-88.19407 
Illinois_Christian, 39.51083 ,-89.28167 
Illinois_Clark, 39.33000 ,-87.77857 
Illinois_Clay, 38.75000 ,-88.48667 
Illinois_Clinton, 38.56667 ,-89.52444 
Illinois_Coles, 39.52333 ,-88.19333 
Illinois_Cook, 41.83127 ,-87.76818 
Illinois_Crawford, 39.02500 ,-87.73167 
Illinois_Cumberland, 39.27167 ,-88.32000 
Illinois_De Witt, 40.17714 ,-88.89286 
Illinois_Dekalb, 41.88923 ,-88.74538 
Illinois_Douglas, 39.76125 ,-88.24000 
Illinois_Dupage, 41.85462 ,-88.07103 
Illinois_Edgar, 39.71000 ,-87.81333 
Illinois_Edwards, 38.39000 ,-88.00200 
Illinois_Effingham, 39.08375 ,-88.59375 
Illinois_Fayette, 38.96778 ,-89.01889 
Illinois_Ford, 40.66750 ,-88.22875 
Illinois_Franklin, 37.97727 ,-88.97364 
Illinois_Fulton, 40.48385 ,-90.25538 
Illinois_Gallatin, 37.78833 ,-88.23500 
Illinois_Greene, 39.34000 ,-90.37625 
Illinois_Grundy, 41.26375 ,-88.37375 
Illinois_Hamilton, 38.08600 ,-88.54400 
Illinois_Hancock, 40.40083 ,-91.20167 
Illinois_Hardin, 37.46667 ,-88.29333 
Illinois_Henderson, 40.79286 ,-90.94429 
Illinois_Henry, 41.32643 ,-90.17714 
Illinois_Iroquois, 40.74294 ,-87.84882 
Illinois_Jackson, 37.76538 ,-89.35846 
Illinois_Jasper, 39.04286 ,-88.15857 
Illinois_Jefferson, 38.27727 ,-88.89727 
Illinois_Jersey, 39.03500 ,-90.33667 
Illinois_Jo Daviess, 42.41000 ,-90.23375 
Illinois_Johnson, 37.46500 ,-88.86000 
Illinois_Kane, 41.92000 ,-88.35737 
Illinois_Kankakee, 41.11857 ,-87.90357 
Illinois_Kendall, 41.65833 ,-88.43667 
Illinois_Knox, 40.92800 ,-90.22467 
Illinois_La Salle, 41.30789 ,-88.89684 
Illinois_Lake, 42.30321 ,-87.94464 
Illinois_Lawrence, 38.68250 ,-87.73250 
Illinois_Lee, 41.75364 ,-89.20545 
Illinois_Livingston, 40.90313 ,-88.55000 
Illinois_Logan, 40.12909 ,-89.36364 
Illinois_Macon, 39.86231 ,-88.96000 
Illinois_Macoupin, 39.23000 ,-89.92267 
Illinois_Madison, 38.82120 ,-89.97760 
Illinois_Marion, 38.63364 ,-88.98818 
Illinois_Marshall, 41.04000 ,-89.26667 
Illinois_Mason, 40.27444 ,-89.87333 
Illinois_Massac, 37.19667 ,-88.75667 
Illinois_McDonough, 40.46818 ,-90.68545 
Illinois_McHenry, 42.29842 ,-88.35474 
Illinois_McLean, 40.49560 ,-88.84640 
Illinois_Menard, 40.02167 ,-89.84167 
Illinois_Mercer, 41.18700 ,-90.70000 
Illinois_Monroe, 38.31000 ,-90.22250 
Illinois_Montgomery, 39.22083 ,-89.48500 
Illinois_Morgan, 39.70250 ,-90.23000 
Illinois_Moultrie, 39.62000 ,-88.65200 
Illinois_Ogle, 42.05929 ,-89.25857 
Illinois_Peoria, 40.76667 ,-89.69143 
Illinois_Perry, 38.08200 ,-89.39800 
Illinois_Piatt, 39.99222 ,-88.60667 
Illinois_Pike, 39.62462 ,-90.89692 
Illinois_Pope, 37.44667 ,-88.51000 
Illinois_Pulaski, 37.19375 ,-89.12125 
Illinois_Putnam, 41.19400 ,-89.26400 
Illinois_Randolph, 38.04833 ,-89.84333 
Illinois_Richland, 38.69833 ,-88.07333 
Illinois_Rock Island, 41.49929 ,-90.48357 
Illinois_Saline, 37.74333 ,-88.57167 
Illinois_Sangamon, 39.76583 ,-89.62042 
Illinois_Schuyler, 40.14167 ,-90.60167 
Illinois_Scott, 39.68500 ,-90.49000 
Illinois_Shelby, 39.35750 ,-88.81667 
Illinois_St Clair, 38.51583 ,-90.00083 
Illinois_Stark, 41.06500 ,-89.82250 
Illinois_Stephenson, 42.36083 ,-89.64000 
Illinois_Tazewell, 40.52154 ,-89.47769 
Illinois_Union, 37.48333 ,-89.27667 
Illinois_Vermilion, 40.14381 ,-87.72857 
Illinois_Wabash, 38.46500 ,-87.74000 
Illinois_Warren, 40.86900 ,-90.61800 
Illinois_Washington, 38.34625 ,-89.34125 
Illinois_Wayne, 38.41250 ,-88.40833 
Illinois_White, 38.13500 ,-88.24500 
Illinois_Whiteside, 41.72636 ,-89.92000 
Illinois_Will, 41.51833 ,-88.03333 
Illinois_Williamson, 37.74750 ,-88.98500 
Illinois_Winnebago, 42.31556 ,-89.08556 
Illinois_Woodford, 40.76250 ,-89.21583 
Indiana_Adams, 40.70250 ,-84.94000 
Indiana_Allen, 41.08120 ,-85.08000 
Indiana_Bartholomew, 39.20833 ,-85.79833 
Indiana_Benton, 40.56200 ,-87.29000 
Indiana_Blackford, 40.45667 ,-85.28333 
Indiana_Boone, 40.00600 ,-86.46200 
Indiana_Brown, 39.20000 ,-86.23000 
Indiana_Carroll, 40.53167 ,-86.51667 
Indiana_Cass, 40.76143 ,-86.29714 
Indiana_Clark, 38.47214 ,-85.69786 
Indiana_Clay, 39.39143 ,-87.12429 
Indiana_Clinton, 40.30143 ,-86.49571 
Indiana_Crawford, 38.29875 ,-86.43750 
Indiana_Daviess, 38.74667 ,-87.06833 
Indiana_De Kalb, 41.38500 ,-85.01000 
Indiana_Dearborn, 39.12333 ,-84.94667 
Indiana_Decatur, 39.31000 ,-85.55667 
Indiana_Delaware, 40.21700 ,-85.39300 
Indiana_Dubois, 38.32667 ,-86.84556 
Indiana_Elkhart, 41.59636 ,-85.86818 
Indiana_Fayette, 39.63500 ,-85.22000 
Indiana_Floyd, 38.31750 ,-85.90750 
Indiana_Fountain, 40.11600 ,-87.26000 
Indiana_Franklin, 39.41833 ,-85.04667 
Indiana_Fulton, 41.03333 ,-86.20667 
Indiana_Gibson, 38.31444 ,-87.52444 
Indiana_Grant, 40.50889 ,-85.65333 
Indiana_Greene, 39.03444 ,-86.98667 
Indiana_Hamilton, 40.01077 ,-86.06923 
Indiana_Hancock, 39.84000 ,-85.78000 
Indiana_Harrison, 38.20833 ,-86.09833 
Indiana_Hendricks, 39.76400 ,-86.51200 
Indiana_Henry, 39.90111 ,-85.41111 
Indiana_Howard, 40.45500 ,-86.12250 
Indiana_Huntington, 40.84250 ,-85.47250 
Indiana_Jackson, 38.88429 ,-86.04571 
Indiana_Jasper, 41.02200 ,-87.16000 
Indiana_Jay, 40.43400 ,-85.01800 
Indiana_Jefferson, 38.80200 ,-85.46200 
Indiana_Jennings, 38.97800 ,-85.64200 
Indiana_Johnson, 39.48778 ,-86.07556 
Indiana_Knox, 38.72900 ,-87.35800 
Indiana_Kosciusko, 41.23923 ,-85.85462 
Indiana_La Porte, 41.51667 ,-86.77111 
Indiana_Lagrange, 41.61600 ,-85.46000 
Indiana_Lake, 41.54360 ,-87.40320 
Indiana_Lawrence, 38.86000 ,-86.51333 
Indiana_Madison, 40.11615 ,-85.71462 
Indiana_Marion, 39.76474 ,-86.14263 
Indiana_Marshall, 41.28833 ,-86.22167 
Indiana_Martin, 38.74000 ,-86.86667 
Indiana_Miami, 40.72429 ,-86.05429 
Indiana_Monroe, 39.18000 ,-86.51875 
Indiana_Montgomery, 40.05667 ,-86.91111 
Indiana_Morgan, 39.47200 ,-86.42000 
Indiana_Newton, 40.89000 ,-87.39800 
Indiana_Noble, 41.40889 ,-85.40333 
Indiana_Ohio, 38.95000 ,-84.85000 
Indiana_Orange, 38.55400 ,-86.48200 
Indiana_Owen, 39.32667 ,-86.83500 
Indiana_Parke, 39.76800 ,-87.25800 
Indiana_Perry, 38.04667 ,-86.64667 
Indiana_Pike, 38.39800 ,-87.16200 
Indiana_Porter, 41.45833 ,-87.09167 
Indiana_Posey, 38.11167 ,-87.83000 
Indiana_Pulaski, 41.04200 ,-86.67400 
Indiana_Putnam, 39.68714 ,-86.84571 
Indiana_Randolph, 40.13875 ,-85.04500 
Indiana_Ripley, 39.11857 ,-85.22429 
Indiana_Rush, 39.62429 ,-85.51286 
Indiana_Scott, 38.69000 ,-85.73333 
Indiana_Shelby, 39.55286 ,-85.76286 
Indiana_Spencer, 38.04182 ,-86.98273 
Indiana_St Joseph, 41.64556 ,-86.26722 
Indiana_Starke, 41.26833 ,-86.64500 
Indiana_Steuben, 41.62333 ,-85.01667 
Indiana_Sullivan, 39.11125 ,-87.41750 
Indiana_Switzerland, 38.81500 ,-84.97250 
Indiana_Tippecanoe, 40.38800 ,-86.88200 
Indiana_Tipton, 40.32250 ,-86.07500 
Indiana_Union, 39.62667 ,-84.90333 
Indiana_Vanderburgh, 37.98000 ,-87.54000 
Indiana_Vermillion, 39.84200 ,-87.43600 
Indiana_Vigo, 39.44143 ,-87.38571 
Indiana_Wabash, 40.86857 ,-85.79000 
Indiana_Warren, 40.36750 ,-87.35750 
Indiana_Warrick, 38.07500 ,-87.31500 
Indiana_Washington, 38.54250 ,-86.13500 
Indiana_Wayne, 39.88000 ,-85.03000 
Indiana_Wells, 40.74625 ,-85.21875 
Indiana_White, 40.73625 ,-86.81375 
Indiana_Whitley, 41.15750 ,-85.51000 
Iowa_Adair, 41.30600 ,-94.47800 
Iowa_Adams, 40.99500 ,-94.76250 
Iowa_Allamakee, 43.29286 ,-91.35429 
Iowa_Appanoose, 40.74222 ,-92.83556 
Iowa_Audubon, 41.62000 ,-94.93800 
Iowa_Benton, 42.01200 ,-92.02200 
Iowa_Black Hawk, 42.46091 ,-92.28182 
Iowa_Boone, 42.03000 ,-93.91800 
Iowa_Bremer, 42.74429 ,-92.33429 
Iowa_Buchanan, 42.50700 ,-91.83300 
Iowa_Buena Vista, 42.77000 ,-95.11875 
Iowa_Butler, 42.70500 ,-92.81500 
Iowa_Calhoun, 42.39000 ,-94.61222 
Iowa_Carroll, 41.99375 ,-94.88500 
Iowa_Cass, 41.34000 ,-94.94875 
Iowa_Cedar, 41.78625 ,-91.08750 
Iowa_Cerro Gordo, 43.05500 ,-93.25800 
Iowa_Cherokee, 42.74125 ,-95.62625 
Iowa_Chickasaw, 43.04167 ,-92.34000 
Iowa_Clarke, 41.02667 ,-93.76667 
Iowa_Clay, 43.05000 ,-95.18000 
Iowa_Clayton, 42.82667 ,-91.30933 
Iowa_Clinton, 41.89667 ,-90.50750 
Iowa_Crawford, 42.03700 ,-95.34600 
Iowa_Dallas, 41.66800 ,-94.01067 
Iowa_Davis, 40.75400 ,-92.42000 
Iowa_Decatur, 40.76875 ,-93.80125 
Iowa_Delaware, 42.46333 ,-91.39667 
Iowa_Des Moines, 40.89714 ,-91.21143 
Iowa_Dickinson, 43.37167 ,-95.13333 
Iowa_Dubuque, 42.49917 ,-90.89417 
Iowa_Emmet, 43.37000 ,-94.64000 
Iowa_Fayette, 42.84923 ,-91.84000 
Iowa_Floyd, 43.08571 ,-92.81286 
Iowa_Franklin, 42.72875 ,-93.25750 
Iowa_Fremont, 40.76667 ,-95.61444 
Iowa_Greene, 42.03625 ,-94.32875 
Iowa_Grundy, 42.34250 ,-92.75750 
Iowa_Guthrie, 41.68667 ,-94.44778 
Iowa_Hamilton, 42.37250 ,-93.70375 
Iowa_Hancock, 43.03429 ,-93.75143 
Iowa_Hardin, 42.35778 ,-93.20444 
Iowa_Harrison, 41.69600 ,-95.83800 
Iowa_Henry, 40.98143 ,-91.53429 
Iowa_Howard, 43.38200 ,-92.34800 
Iowa_Humboldt, 42.78545 ,-94.22273 
Iowa_Ida, 42.39200 ,-95.47000 
Iowa_Iowa, 41.70667 ,-92.03111 
Iowa_Jackson, 42.14091 ,-90.56545 
Iowa_Jasper, 41.65455 ,-93.06727 
Iowa_Jefferson, 41.03833 ,-91.96667 
Iowa_Johnson, 41.68818 ,-91.57909 
Iowa_Jones, 42.09636 ,-91.13182 
Iowa_Keokuk, 41.34182 ,-92.19818 
Iowa_Kossuth, 43.20167 ,-94.20667 
Iowa_Lee, 40.61000 ,-91.43375 
Iowa_Linn, 42.05000 ,-91.61909 
Iowa_Louisa, 41.17400 ,-91.24000 
Iowa_Lucas, 40.98500 ,-93.35250 
Iowa_Lyon, 43.36286 ,-96.20571 
Iowa_Madison, 41.32143 ,-93.97857 
Iowa_Mahaska, 41.32375 ,-92.57375 
Iowa_Marion, 41.30364 ,-93.05364 
Iowa_Marshall, 42.01091 ,-93.03000 
Iowa_Mills, 41.04571 ,-95.58000 
Iowa_Mitchell, 43.37375 ,-92.81625 
Iowa_Monona, 42.04778 ,-95.91889 
Iowa_Monroe, 41.04333 ,-92.91333 
Iowa_Montgomery, 41.01500 ,-95.11250 
Iowa_Muscatine, 41.48000 ,-91.11182 
Iowa_Obrien, 43.09286 ,-95.64143 
Iowa_Osceola, 43.36600 ,-95.61800 
Iowa_Page, 40.67286 ,-95.20857 
Iowa_Palo Alto, 43.05625 ,-94.69375 
Iowa_Plymouth, 42.72571 ,-96.25286 
Iowa_Pocahontas, 42.73500 ,-94.69333 
Iowa_Polk, 41.62281 ,-93.61219 
Iowa_Pottawattamie, 41.34250 ,-95.59938 
Iowa_Poweshiek, 41.66500 ,-92.49750 
Iowa_Ringgold, 40.74571 ,-94.23286 
Iowa_Sac, 42.37375 ,-95.09500 
Iowa_Scott, 41.60438 ,-90.61125 
Iowa_Shelby, 41.69000 ,-95.33444 
Iowa_Sioux, 43.04333 ,-96.15833 
Iowa_Story, 42.01400 ,-93.50467 
Iowa_Tama, 42.07273 ,-92.50091 
Iowa_Taylor, 40.75000 ,-94.64143 
Iowa_Union, 41.02500 ,-94.22667 
Iowa_Van Buren, 40.73600 ,-91.96000 
Iowa_Wapello, 41.03429 ,-92.45571 
Iowa_Warren, 41.36545 ,-93.58273 
Iowa_Washington, 41.36375 ,-91.70375 
Iowa_Wayne, 40.72250 ,-93.33750 
Iowa_Webster, 42.43077 ,-94.17692 
Iowa_Winnebago, 43.36667 ,-93.68500 
Iowa_Winneshiek, 43.19167 ,-91.83333 
Iowa_Woodbury, 42.41318 ,-96.14636 
Iowa_Worth, 43.32857 ,-93.27429 
Iowa_Wright, 42.70000 ,-93.70375 
Kansas_Allen, 37.84667 ,-95.26333 
Kansas_Anderson, 38.18833 ,-95.27833 
Kansas_Atchison, 39.53200 ,-95.31800 
Kansas_Barber, 37.22625 ,-98.59750 
Kansas_Barton, 38.42286 ,-98.80000 
Kansas_Bourbon, 37.86286 ,-94.83286 
Kansas_Brown, 39.78571 ,-95.56143 
Kansas_Butler, 37.75000 ,-96.92154 
Kansas_Chase, 38.30400 ,-96.61800 
Kansas_Chautauqua, 37.09000 ,-96.19500 
Kansas_Cherokee, 37.15500 ,-94.79250 
Kansas_Cheyenne, 39.75500 ,-101.66500 
Kansas_Clark, 37.31000 ,-99.88500 
Kansas_Clay, 39.32800 ,-97.13000 
Kansas_Cloud, 39.48500 ,-97.61833 
Kansas_Coffey, 38.23200 ,-95.74000 
Kansas_Comanche, 37.26000 ,-99.33667 
Kansas_Cowley, 37.26556 ,-96.85444 
Kansas_Crawford, 37.53000 ,-94.77545 
Kansas_Decatur, 39.73750 ,-100.35500 
Kansas_Dickinson, 38.83571 ,-97.09714 
Kansas_Doniphan, 39.80000 ,-95.16667 
Kansas_Douglas, 38.94000 ,-95.23714 
Kansas_Edwards, 37.92250 ,-99.32750 
Kansas_Elk, 37.38200 ,-96.25400 
Kansas_Ellis, 38.88333 ,-99.33333 
Kansas_Ellsworth, 38.68000 ,-98.31200 
Kansas_Finney, 37.94667 ,-100.83667 
Kansas_Ford, 37.71167 ,-99.82667 
Kansas_Franklin, 38.53250 ,-95.24375 
Kansas_Geary, 39.05333 ,-96.79000 
Kansas_Gove, 39.07000 ,-100.43400 
Kansas_Graham, 39.35000 ,-99.89000 
Kansas_Grant, 37.57000 ,-101.35000 
Kansas_Gray, 37.68000 ,-100.41600 
Kansas_Greeley, 38.47000 ,-101.75000 
Kansas_Greenwood, 37.85750 ,-96.15125 
Kansas_Hamilton, 37.96000 ,-101.64500 
Kansas_Harper, 37.17286 ,-98.00714 
Kansas_Harvey, 38.04000 ,-97.42000 
Kansas_Haskell, 37.45000 ,-100.91000 
Kansas_Hodgeman, 38.10000 ,-99.80000 
Kansas_Jackson, 39.43000 ,-95.76222 
Kansas_Jefferson, 39.22778 ,-95.39333 
Kansas_Jewell, 39.78286 ,-98.16286 
Kansas_Johnson, 38.87882 ,-94.72471 
Kansas_Kearny, 37.96000 ,-101.19000 
Kansas_Kingman, 37.52000 ,-98.17286 
Kansas_Kiowa, 37.59667 ,-99.28667 
Kansas_Labette, 37.17000 ,-95.26875 
Kansas_Lane, 38.54000 ,-100.54000 
Kansas_Leavenworth, 39.21286 ,-94.97857 
Kansas_Lincoln, 39.06000 ,-98.13500 
Kansas_Linn, 38.18857 ,-94.85429 
Kansas_Logan, 39.09333 ,-101.03000 
Kansas_Lyon, 38.45375 ,-96.09500 
Kansas_Marion, 38.38182 ,-97.06909 
Kansas_Marshall, 39.82091 ,-96.50455 
Kansas_McPherson, 38.35286 ,-97.66143 
Kansas_Meade, 37.30667 ,-100.36333 
Kansas_Miami, 38.52750 ,-94.83000 
Kansas_Mitchell, 39.40200 ,-98.33800 
Kansas_Montgomery, 37.15143 ,-95.75143 
Kansas_Morris, 38.69800 ,-96.66000 
Kansas_Morton, 37.12333 ,-101.76667 
Kansas_Nemaha, 39.78333 ,-95.97889 
Kansas_Neosho, 37.56167 ,-95.30833 
Kansas_Ness, 38.55143 ,-99.95286 
Kansas_Norton, 39.76500 ,-99.94000 
Kansas_Osage, 38.67889 ,-95.66889 
Kansas_Osborne, 39.42600 ,-98.77600 
Kansas_Ottawa, 39.10750 ,-97.73000 
Kansas_Pawnee, 38.15750 ,-99.31500 
Kansas_Phillips, 39.75429 ,-99.36000 
Kansas_Pottawatomie, 39.32222 ,-96.25111 
Kansas_Pratt, 37.62800 ,-98.76400 
Kansas_Rawlins, 39.83500 ,-101.03750 
Kansas_Reno, 37.97154 ,-98.07538 
Kansas_Republic, 39.83500 ,-97.61875 
Kansas_Rice, 38.35125 ,-98.25125 
Kansas_Riley, 39.25143 ,-96.69857 
Kansas_Rooks, 39.33400 ,-99.36000 
Kansas_Rush, 38.50571 ,-99.34286 
Kansas_Russell, 38.98250 ,-98.76000 
Kansas_Saline, 38.72143 ,-97.63857 
Kansas_Scott, 38.48000 ,-101.05500 
Kansas_Sedgwick, 37.67535 ,-97.38628 
Kansas_Seward, 37.12000 ,-100.81500 
Kansas_Shawnee, 39.01958 ,-95.70167 
Kansas_Sheridan, 39.44500 ,-100.49500 
Kansas_Sherman, 39.33333 ,-101.75667 
Kansas_Smith, 39.73167 ,-98.84167 
Kansas_Stafford, 38.00250 ,-98.74250 
Kansas_Stanton, 37.54500 ,-101.81500 
Kansas_Stevens, 37.24500 ,-101.27000 
Kansas_Sumner, 37.26333 ,-97.46917 
Kansas_Thomas, 39.40200 ,-101.04600 
Kansas_Trego, 39.01000 ,-99.90333 
Kansas_Wabaunsee, 38.94000 ,-96.16667 
Kansas_Wallace, 38.88667 ,-101.76667 
Kansas_Washington, 39.78545 ,-97.09545 
Kansas_Wichita, 38.48000 ,-101.35000 
Kansas_Wilson, 37.55800 ,-95.71800 
Kansas_Woodson, 37.88000 ,-95.70500 
Kansas_Wyandotte, 39.09583 ,-94.64167 
Kentucky_Adair, 37.07000 ,-85.30200 
Kentucky_Allen, 36.70333 ,-86.17333 
Kentucky_Anderson, 38.03000 ,-84.89000 
Kentucky_Ballard, 37.02667 ,-89.03000 
Kentucky_Barren, 36.94571 ,-85.94714 
Kentucky_Bath, 38.10800 ,-83.74800 
Kentucky_Bell, 36.76545 ,-83.64545 
Kentucky_Boone, 38.96571 ,-84.69286 
Kentucky_Bourbon, 38.20000 ,-84.26000 
Kentucky_Boyd, 38.40000 ,-82.65250 
Kentucky_Boyle, 37.61500 ,-84.85000 
Kentucky_Bracken, 38.72250 ,-84.05750 
Kentucky_Breathitt, 37.53714 ,-83.31857 
Kentucky_Breckinridge, 37.78083 ,-86.39750 
Kentucky_Bullitt, 37.97750 ,-85.67250 
Kentucky_Butler, 37.22667 ,-86.63833 
Kentucky_Caldwell, 37.15000 ,-87.96500 
Kentucky_Calloway, 36.63000 ,-88.26333 
Kentucky_Campbell, 39.04375 ,-84.41875 
Kentucky_Carlisle, 36.85000 ,-88.96333 
Kentucky_Carroll, 38.66250 ,-85.05500 
Kentucky_Carter, 38.28500 ,-82.95500 
Kentucky_Casey, 37.30000 ,-84.84375 
Kentucky_Christian, 36.79444 ,-87.53778 
Kentucky_Clark, 37.99000 ,-84.18000 
Kentucky_Clay, 37.22250 ,-83.68500 
Kentucky_Clinton, 36.72500 ,-85.07000 
Kentucky_Crittenden, 37.33000 ,-88.07000 
Kentucky_Cumberland, 36.81000 ,-85.45500 
Kentucky_Daviess, 37.73714 ,-87.04571 
Kentucky_Edmonson, 37.19400 ,-86.20200 
Kentucky_Elliott, 38.07500 ,-83.08500 
Kentucky_Estill, 37.68500 ,-83.95000 
Kentucky_Fayette, 38.04000 ,-84.45000 
Kentucky_Fleming, 38.38250 ,-83.71250 
Kentucky_Floyd, 37.49697 ,-82.73000 
Kentucky_Franklin, 38.19000 ,-84.86000 
Kentucky_Fulton, 36.53500 ,-89.03000 
Kentucky_Gallatin, 38.72000 ,-84.87000 
Kentucky_Garrard, 37.61000 ,-84.49000 
Kentucky_Grant, 38.64600 ,-84.61200 
Kentucky_Graves, 36.74700 ,-88.66400 
Kentucky_Grayson, 37.49833 ,-86.36500 
Kentucky_Green, 37.33000 ,-85.57333 
Kentucky_Greenup, 38.56857 ,-82.82000 
Kentucky_Hancock, 37.83667 ,-86.80667 
Kentucky_Hardin, 37.70000 ,-85.94667 
Kentucky_Harlan, 36.84176 ,-83.25353 
Kentucky_Harrison, 38.45000 ,-84.33500 
Kentucky_Hart, 37.30000 ,-85.87000 
Kentucky_Henderson, 37.78400 ,-87.51800 
Kentucky_Henry, 38.43800 ,-85.16400 
Kentucky_Hickman, 36.70500 ,-89.04500 
Kentucky_Hopkins, 37.27889 ,-87.52778 
Kentucky_Jackson, 37.39250 ,-83.98250 
Kentucky_Jefferson, 38.22030 ,-85.73606 
Kentucky_Jessamine, 37.86500 ,-84.61500 
Kentucky_Johnson, 37.84125 ,-82.79813 
Kentucky_Kenton, 39.00250 ,-84.52125 
Kentucky_Knott, 37.33529 ,-82.90706 
Kentucky_Knox, 36.88375 ,-83.84500 
Kentucky_Larue, 37.53500 ,-85.71500 
Kentucky_Laurel, 37.08800 ,-84.10000 
Kentucky_Lawrence, 38.02500 ,-82.78375 
Kentucky_Lee, 37.60333 ,-83.65000 
Kentucky_Leslie, 37.08667 ,-83.39267 
Kentucky_Letcher, 37.12909 ,-82.82409 
Kentucky_Lewis, 38.54400 ,-83.28600 
Kentucky_Lincoln, 37.44000 ,-84.61333 
Kentucky_Livingston, 37.16143 ,-88.34286 
Kentucky_Logan, 36.81600 ,-86.88200 
Kentucky_Lyon, 37.06500 ,-88.08500 
Kentucky_Madison, 37.68000 ,-84.24333 
Kentucky_Magoffin, 37.65000 ,-83.00000 
Kentucky_Marion, 37.57167 ,-85.28833 
Kentucky_Marshall, 36.90000 ,-88.31750 
Kentucky_Martin, 37.83143 ,-82.48429 
Kentucky_Mason, 38.63333 ,-83.84333 
Kentucky_McCracken, 37.08250 ,-88.72750 
Kentucky_McCreary, 36.70000 ,-84.45833 
Kentucky_McLean, 37.47400 ,-87.21200 
Kentucky_Meade, 37.94750 ,-86.19250 
Kentucky_Menifee, 37.92750 ,-83.60250 
Kentucky_Mercer, 37.83500 ,-84.85000 
Kentucky_Metcalfe, 36.98600 ,-85.66200 
Kentucky_Monroe, 36.70000 ,-85.77200 
Kentucky_Montgomery, 38.01000 ,-83.88000 
Kentucky_Morgan, 37.88000 ,-83.29400 
Kentucky_Muhlenberg, 37.21545 ,-87.10364 
Kentucky_Nelson, 37.79714 ,-85.45571 
Kentucky_Nicholas, 38.28500 ,-83.98000 
Kentucky_Ohio, 37.44000 ,-86.83600 
Kentucky_Oldham, 38.38333 ,-85.46833 
Kentucky_Owen, 38.57500 ,-84.86000 
Kentucky_Owsley, 37.39800 ,-83.68200 
Kentucky_Pendleton, 38.73000 ,-84.39000 
Kentucky_Perry, 37.23100 ,-83.19250 
Kentucky_Pike, 37.48824 ,-82.31824 
Kentucky_Powell, 37.83000 ,-83.82333 
Kentucky_Pulaski, 37.08625 ,-84.62875 
Kentucky_Robertson, 38.53000 ,-84.03000 
Kentucky_Rockcastle, 37.35500 ,-84.30500 
Kentucky_Rowan, 38.17500 ,-83.43500 
Kentucky_Russell, 37.02000 ,-85.07000 
Kentucky_Scott, 38.28667 ,-84.58667 
Kentucky_Shelby, 38.19200 ,-85.20000 
Kentucky_Simpson, 36.72000 ,-86.57000 
Kentucky_Spencer, 38.07333 ,-85.30667 
Kentucky_Taylor, 37.32500 ,-85.31000 
Kentucky_Todd, 36.76600 ,-87.14600 
Kentucky_Trigg, 36.86000 ,-87.82000 
Kentucky_Trimble, 38.65000 ,-85.34000 
Kentucky_Union, 37.67250 ,-87.90500 
Kentucky_Warren, 36.95000 ,-86.39875 
Kentucky_Washington, 37.74000 ,-85.13333 
Kentucky_Wayne, 36.84000 ,-84.84000 
Kentucky_Webster, 37.48333 ,-87.70167 
Kentucky_Whitley, 36.76400 ,-84.08800 
Kentucky_Wolfe, 37.75500 ,-83.54750 
Kentucky_Woodford, 38.09500 ,-84.70000 
Louisiana_Acadia Parish, 30.26375 ,-92.39375 
Louisiana_Allen Parish, 30.62200 ,-92.83800 
Louisiana_Ascension Parish, 30.19143 ,-90.92429 
Louisiana_Assumption Parish, 29.94200 ,-91.03600 
Louisiana_Avoyelles Parish, 31.04909 ,-92.06000 
Louisiana_Beauregard Parish, 30.68143 ,-93.24143 
Louisiana_Bienville Parish, 32.39000 ,-93.09667 
Louisiana_Bossier Parish, 32.57500 ,-93.60375 
Louisiana_Caddo Parish, 32.58435 ,-93.85652 
Louisiana_Calcasieu Parish, 30.22571 ,-93.26857 
Louisiana_Caldwell Parish, 32.04667 ,-92.10667 
Louisiana_Cameron Parish, 29.82500 ,-93.20000 
Louisiana_Catahoula Parish, 31.77200 ,-91.83400 
