state_county, latitude , longitude 
Louisiana_Claiborne Parish, 32.82200 ,-92.97200 
Louisiana_Concordia Parish, 31.44500 ,-91.60250 
Louisiana_De Soto Parish, 32.10000 ,-93.78750 
Louisiana_East Baton Rouge Parish, 30.46875 ,-91.11125 
Louisiana_East Carroll Parish, 32.68000 ,-91.22667 
Louisiana_East Feliciana Parish, 30.84667 ,-91.11333 
Louisiana_Evangeline Parish, 30.66250 ,-92.42250 
Louisiana_Franklin Parish, 32.08200 ,-91.71400 
Louisiana_Grant Parish, 31.58167 ,-92.56333 
Louisiana_Iberia Parish, 29.98200 ,-91.80000 
Louisiana_Iberville Parish, 30.32125 ,-91.26375 
Louisiana_Jackson Parish, 32.29000 ,-92.62667 
Louisiana_Jefferson Davis Parish, 30.24600 ,-92.71200 
Louisiana_Jefferson Parish, 29.89176 ,-90.10529 
Louisiana_La Salle Parish, 31.75500 ,-92.22750 
Louisiana_Lafayette Parish, 30.20727 ,-92.03455 
Louisiana_Lafourche Parish, 29.60111 ,-90.47333 
Louisiana_Lincoln Parish, 32.56000 ,-92.65600 
Louisiana_Livingston Parish, 30.44444 ,-90.75333 
Louisiana_Madison Parish, 32.40000 ,-91.18000 
Louisiana_Morehouse Parish, 32.78167 ,-91.75833 
Louisiana_Natchitoches Parish, 31.80455 ,-93.08182 
Louisiana_Orleans Parish, 30.05083 ,-89.94167 
Louisiana_Ouachita Parish, 32.51625 ,-92.16750 
Louisiana_Plaquemines Parish, 29.56833 ,-89.71833 
Louisiana_Pointe Coupee Parish, 30.65846 ,-91.50769 
Louisiana_Rapides Parish, 31.24000 ,-92.56737 
Louisiana_Red River Parish, 32.09500 ,-93.32000 
Louisiana_Richland Parish, 32.40667 ,-91.67000 
Louisiana_Sabine Parish, 31.66143 ,-93.55714 
Louisiana_St Bernard Parish, 29.91600 ,-89.85200 
Louisiana_St Charles Parish, 29.91222 ,-90.38222 
Louisiana_St Helena Parish, 30.76000 ,-90.72000 
Louisiana_St James Parish, 30.02500 ,-90.76167 
Louisiana_St John the Baptist Parish, 30.06800 ,-90.56600 
Louisiana_St Landry Parish, 30.57200 ,-91.98800 
Louisiana_St Martin Parish, 30.19500 ,-91.86500 
Louisiana_St Mary Parish, 29.75750 ,-91.37000 
Louisiana_St Tammany Parish, 30.40615 ,-89.97154 
Louisiana_St. Mary Parish, 29.69000 ,-91.30000 
Louisiana_Tangipahoa Parish, 30.61692 ,-90.44615 
Louisiana_Tensas Parish, 31.88500 ,-91.37750 
Louisiana_Terrebonne Parish, 29.54333 ,-90.75500 
Louisiana_Union Parish, 32.83600 ,-92.51000 
Louisiana_Vermilion Parish, 30.00800 ,-92.21000 
Louisiana_Vernon Parish, 31.14750 ,-93.26625 
Louisiana_Washington Parish, 30.88250 ,-90.02000 
Louisiana_Webster Parish, 32.69778 ,-93.34333 
Louisiana_West Baton Rouge Parish, 30.43000 ,-91.27750 
Louisiana_West Carroll Parish, 32.73000 ,-91.43000 
Louisiana_West Feliciana Parish, 30.78000 ,-91.37000 
Louisiana_Winn Parish, 31.96500 ,-92.62500 
Maine_Androscoggin, 44.15800 ,-70.19667 
Maine_Aroostook, 46.64947 ,-68.21421 
Maine_Cumberland, 43.79263 ,-70.32342 
Maine_Franklin, 44.78929 ,-70.27571 
Maine_Hancock, 44.39765 ,-68.44706 
Maine_Kennebec, 44.38320 ,-69.79960 
Maine_Knox, 44.10688 ,-69.14313 
Maine_Lincoln, 43.96625 ,-69.55708 
Maine_Oxford, 44.30214 ,-70.64464 
Maine_Penobscot, 45.08750 ,-68.78300 
Maine_Piscataquis, 45.28091 ,-69.30727 
Maine_Sagadahoc, 43.94625 ,-69.85000 
Maine_Somerset, 44.95727 ,-69.72409 
Maine_Waldo, 44.49944 ,-69.12111 
Maine_Washington, 44.91679 ,-67.48393 
Maine_York, 43.43968 ,-70.69935 
Maryland_Allegany, 39.58455 ,-78.82455 
Maryland_Anne Arundel, 39.02343 ,-76.62486 
Maryland_Baltimore, 39.42343 ,-76.59286 
Maryland_Baltimore City, 39.29833 ,-76.60458 
Maryland_Calvert, 38.55750 ,-76.54833 
Maryland_Caroline, 38.92500 ,-75.80625 
Maryland_Carroll, 39.53556 ,-77.00000 
Maryland_Cecil, 39.57500 ,-75.97800 
Maryland_Charles, 38.51842 ,-76.97263 
Maryland_Dorchester, 38.45071 ,-76.03500 
Maryland_Frederick, 39.44583 ,-77.41833 
Maryland_Garrett, 39.54000 ,-79.25889 
Maryland_Harford, 39.53778 ,-76.29778 
Maryland_Howard, 39.23000 ,-76.89800 
Maryland_Kent, 39.28375 ,-76.02500 
Maryland_Montgomery, 39.09286 ,-77.13929 
Maryland_Prince George's, 38.88794 ,-76.87559 
Maryland_Queen Anne's, 39.05909 ,-76.03182 
Maryland_Somerset, 38.10286 ,-75.79857 
Maryland_St Mary's, 38.23565 ,-76.55348 
Maryland_St. Mary's, 38.35000 ,-76.67000 
Maryland_Talbot, 38.76500 ,-76.18583 
Maryland_Washington, 39.59214 ,-77.75786 
Maryland_Wicomico, 38.36462 ,-75.64923 
Maryland_Worcester, 38.25000 ,-75.30200 
Massachusetts_Barnstable, 41.69842 ,-70.29842 
Massachusetts_Berkshire, 42.37000 ,-73.20346 
Massachusetts_Bristol, 41.79941 ,-71.09588 
Massachusetts_Dukes, 41.40500 ,-70.60750 
Massachusetts_Essex, 42.64310 ,-70.95524 
Massachusetts_Franklin, 42.58154 ,-72.56538 
Massachusetts_Hampden, 42.11868 ,-72.54789 
Massachusetts_Hampshire, 42.34727 ,-72.68500 
Massachusetts_Middlesex, 42.45062 ,-71.30062 
Massachusetts_Nantucket, 41.27000 ,-70.10000 
Massachusetts_Norfolk, 42.18641 ,-71.16077 
Massachusetts_Plymouth, 41.98633 ,-70.83300 
Massachusetts_Suffolk, 42.34405 ,-71.06784 
Massachusetts_Worcester, 42.30013 ,-71.83154 
Michigan_Alcona, 44.66182 ,-83.52818 
Michigan_Alger, 46.37000 ,-86.78000 
Michigan_Allegan, 42.59231 ,-85.84923 
Michigan_Alpena, 45.01250 ,-83.56250 
Michigan_Antrim, 44.98125 ,-85.20375 
Michigan_Arenac, 44.06429 ,-83.88714 
Michigan_Baraga, 46.68143 ,-88.39000 
Michigan_Barry, 42.61125 ,-85.28625 
Michigan_Bay, 43.67556 ,-83.93778 
Michigan_Benzie, 44.62667 ,-86.03333 
Michigan_Berrien, 41.93895 ,-86.45316 
Michigan_Branch, 41.93000 ,-85.04167 
Michigan_Calhoun, 42.21333 ,-85.08417 
Michigan_Cass, 41.90000 ,-85.94000 
Michigan_Charlevoix, 45.29600 ,-85.17000 
Michigan_Cheboygan, 45.42600 ,-84.57400 
Michigan_Chippewa, 46.27214 ,-84.44857 
Michigan_Clare, 43.92200 ,-84.91200 
Michigan_Clinton, 42.93375 ,-84.58250 
Michigan_Crawford, 44.71500 ,-84.71500 
Michigan_Delta, 45.85000 ,-86.98222 
Michigan_Dickinson, 45.89500 ,-87.94800 
Michigan_Eaton, 42.61818 ,-84.81636 
Michigan_Emmet, 45.55286 ,-84.82571 
Michigan_Genesee, 43.00000 ,-83.68696 
Michigan_Gladwin, 43.92000 ,-84.38333 
Michigan_Gogebic, 46.40800 ,-89.79600 
Michigan_Grand Traverse, 44.68333 ,-85.60333 
Michigan_Gratiot, 43.30167 ,-84.62417 
Michigan_Hillsdale, 41.92462 ,-84.56692 
Michigan_Houghton, 47.00100 ,-88.63800 
Michigan_Huron, 43.83929 ,-83.05500 
Michigan_Ingham, 42.64900 ,-84.44900 
Michigan_Ionia, 42.96364 ,-85.03909 
Michigan_Iosco, 44.42000 ,-83.65857 
Michigan_Iron, 46.07667 ,-88.51667 
Michigan_Isabella, 43.60000 ,-84.85400 
Michigan_Jackson, 42.23813 ,-84.43125 
Michigan_Kalamazoo, 42.23588 ,-85.50588 
Michigan_Kalkaska, 44.69000 ,-85.26250 
Michigan_Kent, 42.99857 ,-85.61071 
Michigan_Keweenaw, 47.29000 ,-88.38500 
Michigan_Lake, 43.96400 ,-85.77400 
Michigan_Lapeer, 43.07700 ,-83.22200 
Michigan_Leelanau, 44.92875 ,-85.81250 
Michigan_Lenawee, 41.89235 ,-84.04588 
Michigan_Livingston, 42.57667 ,-83.90222 
Michigan_Luce, 46.36000 ,-85.62000 
Michigan_Mackinac, 46.02667 ,-85.05000 
Michigan_Macomb, 42.60500 ,-82.93556 
Michigan_Manistee, 44.36125 ,-86.09750 
Michigan_Marquette, 46.44429 ,-87.60714 
Michigan_Mason, 43.98333 ,-86.23833 
Michigan_Mecosta, 43.62857 ,-85.30714 
Michigan_Menominee, 45.54091 ,-87.55909 
Michigan_Midland, 43.69000 ,-84.34400 
Michigan_Missaukee, 44.27750 ,-85.10500 
Michigan_Monroe, 41.89267 ,-83.49733 
Michigan_Montcalm, 43.30067 ,-85.16000 
Michigan_Montmorency, 45.03000 ,-84.02500 
Michigan_Muskegon, 43.26692 ,-86.14385 
Michigan_Newaygo, 43.54500 ,-85.78167 
Michigan_Oakland, 42.59269 ,-83.31940 
Michigan_Oceana, 43.63500 ,-86.29875 
Michigan_Ogemaw, 44.32750 ,-84.07000 
Michigan_Ontonagon, 46.65600 ,-89.29400 
Michigan_Osceola, 43.93833 ,-85.37500 
Michigan_Oscoda, 44.73200 ,-84.16200 
Michigan_Otsego, 45.04667 ,-84.59667 
Michigan_Ottawa, 42.97083 ,-85.99417 
Michigan_Presque Isle, 45.32667 ,-83.85667 
Michigan_Roscommon, 44.36500 ,-84.60250 
Michigan_Saginaw, 43.34667 ,-84.01889 
Michigan_Sanilac, 43.39133 ,-82.78600 
Michigan_Schoolcraft, 46.13500 ,-86.04000 
Michigan_Shiawassee, 42.93455 ,-84.09727 
Michigan_St Clair, 42.89190 ,-82.62667 
Michigan_St Joseph, 41.90000 ,-85.47889 
Michigan_Tuscola, 43.44600 ,-83.38533 
Michigan_Van Buren, 42.26917 ,-86.01833 
Michigan_Washtenaw, 42.24286 ,-83.75571 
Michigan_Wayne, 42.32571 ,-83.19657 
Michigan_Wexford, 44.32600 ,-85.56400 
Minnesota_Aitkin, 46.70000 ,-93.42500 
Minnesota_Anoka, 45.15714 ,-93.23429 
Minnesota_Becker, 46.90000 ,-95.74889 
Minnesota_Beltrami, 47.76000 ,-94.77700 
Minnesota_Benton, 45.67000 ,-94.05500 
Minnesota_Big Stone, 45.39333 ,-96.41833 
Minnesota_Blue Earth, 44.04100 ,-94.01800 
Minnesota_Brown, 44.21600 ,-94.70800 
Minnesota_Carlton, 46.59818 ,-92.62182 
Minnesota_Carver, 44.82417 ,-93.78917 
Minnesota_Cass, 46.91500 ,-94.34667 
Minnesota_Chippewa, 44.98400 ,-95.64600 
Minnesota_Chisago, 45.46500 ,-92.85500 
Minnesota_Clay, 46.89917 ,-96.55583 
Minnesota_Clearwater, 47.62400 ,-95.36800 
Minnesota_Cook, 47.73500 ,-90.42333 
Minnesota_Cottonwood, 43.97000 ,-95.16667 
Minnesota_Crow Wing, 46.48615 ,-94.10769 
Minnesota_Dakota, 44.79941 ,-93.09529 
Minnesota_Dodge, 44.03000 ,-92.84333 
Minnesota_Douglas, 45.90889 ,-95.47444 
Minnesota_Faribault, 43.66600 ,-93.92200 
Minnesota_Fillmore, 43.67833 ,-92.05667 
Minnesota_Freeborn, 43.65444 ,-93.37111 
Minnesota_Goodhue, 44.40400 ,-92.72800 
Minnesota_Grant, 45.93143 ,-95.98143 
Minnesota_Hennepin, 44.97000 ,-93.34104 
Minnesota_Houston, 43.67429 ,-91.44143 
Minnesota_Hubbard, 47.05600 ,-94.87200 
Minnesota_Isanti, 45.62000 ,-93.27000 
Minnesota_Itasca, 47.46778 ,-93.62722 
Minnesota_Jackson, 43.66167 ,-95.18500 
Minnesota_Kanabec, 45.85000 ,-93.35000 
Minnesota_Kandiyohi, 45.10909 ,-95.02909 
Minnesota_Kittson, 48.77125 ,-96.85375 
Minnesota_Koochiching, 48.29714 ,-93.70143 
Minnesota_Lac Qui Parle, 44.98400 ,-96.16200 
Minnesota_Lake, 47.33500 ,-91.38250 
Minnesota_Lake of the Woods, 48.73500 ,-94.76500 
Minnesota_Le Sueur, 44.35000 ,-93.70889 
Minnesota_Lincoln, 44.37400 ,-96.25400 
Minnesota_Lyon, 44.40700 ,-95.84500 
Minnesota_Mahnomen, 47.30250 ,-95.87250 
Minnesota_Marshall, 48.32500 ,-96.56500 
Minnesota_Martin, 43.66375 ,-94.58250 
Minnesota_McLeod, 44.82500 ,-94.20375 
Minnesota_Meeker, 45.14143 ,-94.50429 
Minnesota_Mille Lacs, 45.89333 ,-93.59667 
Minnesota_Morrison, 45.95222 ,-94.36333 
Minnesota_Mower, 43.66000 ,-92.73538 
Minnesota_Murray, 43.95571 ,-95.76000 
Minnesota_Nicollet, 44.29000 ,-94.17200 
Minnesota_Nobles, 43.64333 ,-95.77444 
Minnesota_Norman, 47.29000 ,-96.59625 
Minnesota_Olmsted, 44.00222 ,-92.43222 
Minnesota_Otter Tail, 46.39474 ,-95.68053 
Minnesota_Pennington, 48.08667 ,-96.06000 
Minnesota_Pine, 46.10917 ,-92.88417 
Minnesota_Pipestone, 44.02800 ,-96.16400 
Minnesota_Polk, 47.67438 ,-96.25938 
Minnesota_Pope, 45.65600 ,-95.48200 
Minnesota_Ramsey, 44.94158 ,-93.09895 
Minnesota_Red Lake, 47.85750 ,-96.03750 
Minnesota_Redwood, 44.38154 ,-95.27231 
Minnesota_Renville, 44.69600 ,-94.94400 
Minnesota_Rice, 44.36500 ,-93.27875 
Minnesota_Rock, 43.64778 ,-96.22333 
Minnesota_Roseau, 48.76778 ,-95.67333 
Minnesota_Scott, 44.66429 ,-93.47143 
Minnesota_Sherburne, 45.41000 ,-93.82000 
Minnesota_Sibley, 44.57000 ,-94.17667 
Minnesota_St Louis, 47.28146 ,-92.40195 
Minnesota_Stearns, 45.54667 ,-94.48571 
Minnesota_Steele, 43.99500 ,-93.20250 
Minnesota_Stevens, 45.58000 ,-95.98400 
Minnesota_Swift, 45.25857 ,-95.66571 
Minnesota_Todd, 46.08200 ,-94.93300 
Minnesota_Traverse, 45.77750 ,-96.51500 
Minnesota_Wabasha, 44.28667 ,-92.23222 
Minnesota_Wadena, 46.52833 ,-95.00000 
Minnesota_Waseca, 44.00250 ,-93.59500 
Minnesota_Washington, 45.00375 ,-92.93250 
Minnesota_Watonwan, 43.93333 ,-94.61333 
Minnesota_Wilkin, 46.30143 ,-96.46857 
Minnesota_Winona, 44.01250 ,-91.79500 
Minnesota_Wright, 45.17733 ,-93.89600 
Minnesota_Yellow Medicine, 44.70143 ,-95.75714 
Mississippi_Adams, 31.54000 ,-91.38000 
Mississippi_Alcorn, 34.85000 ,-88.51333 
Mississippi_Amite, 31.22667 ,-90.83000 
Mississippi_Attala, 33.08750 ,-89.53250 
Mississippi_Benton, 34.83250 ,-89.22750 
Mississippi_Bolivar, 33.83000 ,-90.81077 
Mississippi_Calhoun, 33.93333 ,-89.32667 
Mississippi_Carroll, 33.44500 ,-89.87000 
Mississippi_Chickasaw, 33.92500 ,-88.95250 
Mississippi_Choctaw, 33.34750 ,-89.24000 
Mississippi_Claiborne, 31.94000 ,-90.86000 
Mississippi_Clarke, 32.04800 ,-88.78000 
Mississippi_Clay, 33.60000 ,-88.80667 
Mississippi_Coahoma, 34.25667 ,-90.54333 
Mississippi_Copiah, 31.85000 ,-90.32250 
Mississippi_Covington, 31.64333 ,-89.56333 
Mississippi_DeSoto, 34.92500 ,-90.02125 
Mississippi_Forrest, 31.21000 ,-89.26000 
Mississippi_Franklin, 31.48750 ,-90.89000 
Mississippi_George, 30.92000 ,-88.59000 
Mississippi_Greene, 31.19750 ,-88.64250 
Mississippi_Grenada, 33.74333 ,-89.78000 
Mississippi_Hancock, 30.32600 ,-89.45600 
Mississippi_Harrison, 30.40500 ,-89.02500 
Mississippi_Hinds, 32.29500 ,-90.28389 
Mississippi_Holmes, 33.10429 ,-89.99857 
Mississippi_Humphreys, 33.12500 ,-90.53750 
Mississippi_Itawamba, 34.32250 ,-88.32750 
Mississippi_Jackson, 30.39143 ,-88.62143 
Mississippi_Jasper, 31.98429 ,-89.11714 
Mississippi_Jefferson, 31.74000 ,-91.02333 
Mississippi_Jefferson Davis, 31.54333 ,-89.79667 
Mississippi_Jones, 31.61333 ,-89.18333 
Mississippi_Kemper, 32.77250 ,-88.60000 
Mississippi_Lafayette, 34.30600 ,-89.48400 
Mississippi_Lamar, 31.21500 ,-89.42250 
Mississippi_Lauderdale, 32.44667 ,-88.65444 
Mississippi_Lawrence, 31.56167 ,-90.08500 
Mississippi_Leake, 32.66500 ,-89.49000 
Mississippi_Lee, 34.27625 ,-88.69500 
Mississippi_Leflore, 33.55600 ,-90.27600 
Mississippi_Lincoln, 31.46000 ,-90.39333 
Mississippi_Lowndes, 33.50833 ,-88.40833 
Mississippi_Madison, 32.56400 ,-90.08800 
Mississippi_Marion, 31.23000 ,-89.91667 
Mississippi_Marshall, 34.74600 ,-89.49200 
Mississippi_Monroe, 33.92625 ,-88.45500 
Mississippi_Montgomery, 33.51333 ,-89.66333 
Mississippi_Neshoba, 32.77000 ,-89.10000 
Mississippi_Newton, 32.39875 ,-89.13000 
Mississippi_Noxubee, 33.10333 ,-88.56667 
Mississippi_Oktibbeha, 33.39500 ,-88.93000 
Mississippi_Panola, 34.36667 ,-89.97500 
Mississippi_Pearl River, 30.65000 ,-89.58667 
Mississippi_Perry, 31.23667 ,-88.96000 
Mississippi_Pike, 31.16750 ,-90.46250 
Mississippi_Pontotoc, 34.26750 ,-89.08750 
Mississippi_Prentiss, 34.55500 ,-88.51750 
Mississippi_Quitman, 34.26833 ,-90.27833 
Mississippi_Rankin, 32.28286 ,-90.07429 
Mississippi_Scott, 32.38000 ,-89.53200 
Mississippi_Sharkey, 32.89000 ,-90.87000 
Mississippi_Simpson, 31.92600 ,-89.93400 
Mississippi_Smith, 31.90667 ,-89.50000 
Mississippi_Stone, 30.77667 ,-89.14667 
Mississippi_Sunflower, 33.56286 ,-90.55143 
Mississippi_Tallahatchie, 33.93143 ,-90.18286 
Mississippi_Tate, 34.63333 ,-90.02000 
Mississippi_Tippah, 34.78333 ,-88.92333 
Mississippi_Tishomingo, 34.66600 ,-88.22000 
Mississippi_Tunica, 34.66667 ,-90.38000 
Mississippi_Union, 34.47500 ,-89.05000 
Mississippi_Walthall, 31.07000 ,-89.97000 
Mississippi_Warren, 32.38000 ,-90.84333 
Mississippi_Washington, 33.24000 ,-90.98833 
Mississippi_Wayne, 31.60000 ,-88.58000 
Mississippi_Webster, 33.59000 ,-89.24333 
Mississippi_Wilkinson, 31.15000 ,-91.13667 
Mississippi_Winston, 33.05500 ,-89.05500 
Mississippi_Yalobusha, 34.01800 ,-89.79600 
Mississippi_Yazoo, 32.76857 ,-90.40000 
Missouri_Adair, 40.20000 ,-92.52200 
Missouri_Andrew, 39.97875 ,-94.80500 
Missouri_Atchison, 40.43800 ,-95.44400 
Missouri_Audrain, 39.19750 ,-91.70875 
Missouri_Barry, 36.65111 ,-93.83889 
Missouri_Barton, 37.47500 ,-94.36250 
Missouri_Bates, 38.22143 ,-94.39714 
Missouri_Benton, 38.37333 ,-93.25333 
Missouri_Bollinger, 37.26500 ,-90.01875 
Missouri_Boone, 38.98818 ,-92.30727 
Missouri_Buchanan, 39.69909 ,-94.83818 
Missouri_Butler, 36.67667 ,-90.35833 
Missouri_Caldwell, 39.66000 ,-93.95429 
Missouri_Callaway, 38.77600 ,-91.90100 
Missouri_Camden, 38.03400 ,-92.74300 
Missouri_Cape Girardeau, 37.41400 ,-89.72300 
Missouri_Carroll, 39.44000 ,-93.43000 
Missouri_Carter, 36.91250 ,-90.93250 
Missouri_Cass, 38.64273 ,-94.39182 
Missouri_Cedar, 37.69750 ,-93.84500 
Missouri_Chariton, 39.50500 ,-93.05750 
Missouri_Christian, 36.95667 ,-93.20667 
Missouri_Clark, 40.41500 ,-91.70167 
Missouri_Clay, 39.16824 ,-94.52176 
Missouri_Clinton, 39.59167 ,-94.41333 
Missouri_Cole, 38.48500 ,-92.31000 
Missouri_Cooper, 38.85571 ,-92.79000 
Missouri_Crawford, 37.99125 ,-91.29000 
Missouri_Dade, 37.41833 ,-93.81167 
Missouri_Dallas, 37.73000 ,-93.03667 
Missouri_Daviess, 39.96571 ,-94.01286 
Missouri_Dekalb, 39.86250 ,-94.41875 
Missouri_Dent, 37.60000 ,-91.51000 
Missouri_Douglas, 36.92000 ,-92.47500 
Missouri_Dunklin, 36.25700 ,-90.07900 
Missouri_Franklin, 38.43824 ,-90.97353 
Missouri_Gasconade, 38.43400 ,-91.51200 
Missouri_Gentry, 40.18833 ,-94.40333 
Missouri_Greene, 37.22063 ,-93.32563 
Missouri_Grundy, 40.11500 ,-93.50250 
Missouri_Harrison, 40.35750 ,-94.02625 
Missouri_Henry, 38.40857 ,-93.79857 
Missouri_Hickory, 37.93714 ,-93.35143 
Missouri_Holt, 40.09600 ,-95.19800 
Missouri_Howard, 39.12800 ,-92.74000 
Missouri_Howell, 36.76556 ,-91.91333 
Missouri_Iron, 37.53778 ,-90.76222 
Missouri_Jackson, 39.05411 ,-94.47554 
Missouri_Jasper, 37.16400 ,-94.38900 
Missouri_Jefferson, 38.30692 ,-90.47769 
Missouri_Johnson, 38.69875 ,-93.78125 
Missouri_Knox, 40.09429 ,-92.13286 
Missouri_Laclede, 37.60500 ,-92.61000 
Missouri_Lafayette, 39.09083 ,-93.78500 
Missouri_Lawrence, 37.05125 ,-93.84875 
Missouri_Lewis, 40.07500 ,-91.71375 
Missouri_Lincoln, 39.01625 ,-90.88250 
Missouri_Linn, 39.84778 ,-93.08111 
Missouri_Livingston, 39.75667 ,-93.57500 
Missouri_Macon, 39.81300 ,-92.55700 
Missouri_Madison, 37.49000 ,-90.22500 
Missouri_Maries, 38.20000 ,-91.93000 
Missouri_Marion, 39.84000 ,-91.55000 
Missouri_McDonald, 36.63889 ,-94.35667 
Missouri_Mercer, 40.44667 ,-93.62333 
Missouri_Miller, 38.21000 ,-92.45000 
Missouri_Mississippi, 36.86000 ,-89.38333 
Missouri_Moniteau, 38.63833 ,-92.65333 
Missouri_Monroe, 39.46800 ,-92.00400 
Missouri_Montgomery, 38.93625 ,-91.43000 
Missouri_Morgan, 38.43571 ,-92.83714 
Missouri_New Madrid, 36.56667 ,-89.69000 
Missouri_Newton, 36.91375 ,-94.29625 
Missouri_Nodaway, 40.34467 ,-94.84667 
Missouri_Oregon, 36.58000 ,-91.44200 
Missouri_Osage, 38.47222 ,-91.90333 
Missouri_Ozark, 36.63643 ,-92.43214 
Missouri_Pemiscot, 36.21800 ,-89.79200 
Missouri_Perry, 37.64750 ,-89.69500 
Missouri_Pettis, 38.74833 ,-93.29667 
Missouri_Phelps, 37.82000 ,-91.85571 
Missouri_Pike, 39.37500 ,-91.10000 
Missouri_Platte, 39.23917 ,-94.65500 
Missouri_Polk, 37.61500 ,-93.41500 
Missouri_Pulaski, 37.84125 ,-92.19750 
Missouri_Putnam, 40.47200 ,-92.99200 
Missouri_Ralls, 39.54000 ,-91.57500 
Missouri_Randolph, 39.42000 ,-92.48429 
Missouri_Ray, 39.27714 ,-94.01857 
Missouri_Reynolds, 37.40167 ,-90.96333 
Missouri_Ripley, 36.60667 ,-90.79500 
Missouri_Saline, 39.14000 ,-93.22000 
Missouri_Schuyler, 40.50200 ,-92.53200 
Missouri_Scotland, 40.40800 ,-92.04400 
Missouri_Scott, 37.09000 ,-89.59600 
Missouri_Shannon, 37.04333 ,-91.39000 
Missouri_Shelby, 39.77000 ,-92.04625 
Missouri_St Charles, 38.77538 ,-90.64154 
Missouri_St Clair, 38.06500 ,-93.76500 
Missouri_St Francois, 37.85875 ,-90.50125 
Missouri_St Louis, 38.64364 ,-90.33250 
Missouri_St Louis City, 38.63000 ,-90.24000 
Missouri_St. Clair, 37.98000 ,-93.66000 
Missouri_St. Louis City, 38.63000 ,-90.24000 
Missouri_Ste Genevieve, 37.95000 ,-90.06333 
Missouri_Stoddard, 36.84556 ,-89.93111 
Missouri_Stone, 36.71625 ,-93.44000 
Missouri_Sullivan, 40.23875 ,-93.11375 
Missouri_Taney, 36.65067 ,-93.05867 
Missouri_Texas, 37.31400 ,-91.94933 
Missouri_Vernon, 37.85000 ,-94.36091 
Missouri_Warren, 38.81500 ,-91.11250 
Missouri_Washington, 37.95333 ,-90.73778 
Missouri_Wayne, 37.11583 ,-90.43250 
Missouri_Webster, 37.28800 ,-92.89200 
Missouri_Worth, 40.44500 ,-94.44500 
Missouri_Wright, 37.19714 ,-92.44571 
Montana_Beaverhead, 45.25667 ,-112.99500 
Montana_Big Horn, 45.38875 ,-107.36250 
Montana_Blaine, 48.53667 ,-108.87667 
Montana_Broadwater, 46.28333 ,-111.49333 
Montana_Carbon, 45.28222 ,-109.01333 
Montana_Carter, 45.46200 ,-104.57200 
Montana_Cascade, 47.38333 ,-111.26933 
Montana_Chouteau, 47.86333 ,-110.55500 
Montana_Custer, 46.25250 ,-105.50750 
Montana_Daniels, 48.78500 ,-105.45000 
Montana_Dawson, 47.38750 ,-104.98000 
Montana_Deer Lodge, 46.12000 ,-112.97000 
Montana_Fallon, 46.34500 ,-104.42000 
Montana_Fergus, 47.19500 ,-109.39800 
Montana_Flathead, 48.29400 ,-114.27500 
Montana_Gallatin, 45.56625 ,-111.17875 
Montana_Garfield, 47.22800 ,-107.27200 
Montana_Glacier, 48.62000 ,-113.05500 
Montana_Golden Valley, 46.41500 ,-109.19000 
Montana_Granite, 46.47667 ,-113.31667 
Montana_Hill, 48.54000 ,-110.26143 
Montana_Jefferson, 46.06000 ,-112.05500 
Montana_Judith Basin, 47.08400 ,-110.30000 
Montana_Lake, 47.62667 ,-114.17667 
Montana_Lewis and Clark, 46.78714 ,-112.15714 
Montana_Liberty, 48.67750 ,-111.27500 
Montana_Lincoln, 48.66500 ,-115.29000 
Montana_Madison, 45.38571 ,-111.96714 
Montana_McCone, 47.49667 ,-105.68333 
Montana_Meagher, 46.52000 ,-110.76500 
Montana_Mineral, 47.16000 ,-115.05000 
Montana_Missoula, 46.96500 ,-113.97000 
Montana_Musselshell, 46.43000 ,-108.28000 
Montana_Park, 45.39833 ,-110.56667 
Montana_Petroleum, 47.07000 ,-108.41500 
Montana_Phillips, 48.39000 ,-107.94667 
Montana_Pondera, 48.19500 ,-111.81250 
Montana_Powder River, 45.40600 ,-105.53200 
Montana_Powell, 46.70200 ,-112.90800 
Montana_Prairie, 46.79333 ,-105.03000 
Montana_Ravalli, 46.19750 ,-114.06875 
Montana_Richland, 47.79000 ,-104.42400 
Montana_Roosevelt, 48.26400 ,-104.86600 
Montana_Rosebud, 46.14571 ,-106.55429 
Montana_Sanders, 47.69000 ,-115.13250 
Montana_Sheridan, 48.65000 ,-104.49000 
Montana_Silver Bow, 45.89333 ,-112.62667 
Montana_Stillwater, 45.62375 ,-109.38500 
Montana_Sweet Grass, 45.81000 ,-109.90750 
Montana_Teton, 47.86500 ,-112.10833 
Montana_Toole, 48.75833 ,-111.68167 
Montana_Treasure, 46.09333 ,-107.16667 
Montana_Valley, 48.46000 ,-106.45200 
Montana_Wheatland, 46.49667 ,-109.77000 
Montana_Wibaux, 47.01000 ,-104.32000 
Montana_Yellowstone, 45.90538 ,-108.36615 
Nebraska_Adams, 40.52167 ,-98.53000 
Nebraska_Antelope, 42.19143 ,-98.08143 
Nebraska_Arthur, 41.57000 ,-101.69000 
Nebraska_Banner, 41.55000 ,-103.74000 
Nebraska_Blaine, 41.94000 ,-100.07333 
Nebraska_Boone, 41.65400 ,-98.06000 
Nebraska_Box Butte, 42.21000 ,-102.97000 
Nebraska_Boyd, 42.88000 ,-98.73400 
