,round_lat,round_lon,date,time,latitude,longitude,frp
0,19.4,-155.1,01/10/2015,1120,19.413960999999997,-155.091431,24.02
1,32.0,-91.7,01/10/2015,1911,31.958311,-91.721252,81.7
2,30.8,-95.0,01/10/2015,1911,30.798439000000002,-95.018036,69.37
3,31.1,-90.8,01/10/2015,1911,31.059824,-90.76731099999999,128.65
4,31.1,-90.8,01/10/2015,1911,31.056521999999998,-90.76664699999999,128.65
5,35.8,-92.0,01/10/2015,1912,35.773163000000004,-92.00748399999999,22.05
6,35.7,-90.0,01/10/2015,1912,35.725906,-90.02153,13.13
7,34.9,-94.4,01/10/2015,1912,34.877959999999995,-94.371155,52.23
8,36.0,-92.9,01/10/2015,1912,35.974304,-92.896408,8.73
9,34.1,-91.4,01/10/2015,1912,34.076683,-91.397209,6.46
10,33.1,-91.6,01/10/2015,1912,33.132381,-91.551949,20.26
11,33.1,-91.6,01/10/2015,1912,33.135677,-91.55265,20.26
12,34.2,-91.7,01/10/2015,1912,34.244808,-91.723915,65.32
13,35.5,-90.5,01/10/2015,1912,35.479546,-90.511139,26.89
14,35.3,-90.2,01/10/2015,1912,35.306087,-90.172256,29.04
15,34.3,-91.8,01/10/2015,1912,34.321583000000004,-91.77449,7.19
16,34.8,-91.7,01/10/2015,1912,34.763348,-91.694664,70.3
17,38.1,-99.1,01/10/2015,1913,38.092964,-99.064484,410.86
18,36.1,-105.8,01/10/2015,1913,36.067679999999996,-105.803261,8.62
19,36.7,-119.5,01/10/2015,2054,36.744648,-119.48568700000001,10.65
20,19.4,-155.1,02/10/2015,1242,19.432093,-155.082214,16.37
21,19.4,-155.1,02/10/2015,1242,19.437582,-155.080704,16.37
22,28.8,-95.6,02/10/2015,1852,28.796494,-95.611755,10.22
23,28.8,-95.6,02/10/2015,1852,28.802329999999998,-95.609818,10.22
24,28.8,-95.6,02/10/2015,1852,28.797287,-95.608337,10.22
25,31.1,-93.8,02/10/2015,1852,31.107319,-93.788322,11.23
26,27.2,-98.1,02/10/2015,1852,27.204836,-98.125702,14.18
27,33.9,-91.3,02/10/2015,1853,33.880276,-91.34300999999999,14.87
28,31.2,-100.4,02/10/2015,1853,31.223509000000004,-100.35586500000001,58.11
29,31.2,-100.4,02/10/2015,1853,31.221926,-100.361649,58.11
30,31.2,-100.4,02/10/2015,1853,31.227992999999998,-100.364006,58.11
31,34.9,-94.4,02/10/2015,1853,34.881283,-94.354607,80.28
32,28.8,-97.8,02/10/2015,2032,28.819446999999997,-97.75235699999999,12.81
33,28.3,-96.9,02/10/2015,2032,28.294302000000002,-96.880386,14.48
34,32.8,-96.0,02/10/2015,2034,32.786106,-96.020744,17.63
35,39.2,-96.9,02/10/2015,2035,39.178356,-96.87245899999999,17.93
36,39.2,-96.8,02/10/2015,2035,39.174881,-96.839523,62.19
37,39.2,-96.8,02/10/2015,2035,39.167736,-96.839523,62.19
38,35.7,-119.9,02/10/2015,2035,35.743854999999996,-119.906433,12.77
39,36.6,-119.5,02/10/2015,2035,36.552834000000004,-119.535156,17.84
40,46.1,-117.0,02/10/2015,2038,46.076626,-116.985184,20.21
41,46.4,-116.3,02/10/2015,2038,46.371033000000004,-116.285271,12.74
42,46.2,-116.3,02/10/2015,2038,46.246418,-116.300529,112.4
43,48.3,-115.7,02/10/2015,2038,48.28495,-115.678177,19.76
44,35.8,-119.3,03/10/2015,856,35.784382,-119.29868300000001,7.2
45,19.4,-155.1,03/10/2015,1223,19.433670000000003,-155.082428,9.15
46,30.0,-92.0,03/10/2015,1833,30.038925,-92.009743,9.09
47,29.9,-92.3,03/10/2015,1833,29.917212,-92.31693299999999,15.89
48,31.0,-93.4,03/10/2015,1834,30.957596000000002,-93.366676,23.45
49,31.0,-95.3,03/10/2015,1834,31.002434,-95.253906,27.07
50,30.9,-94.4,03/10/2015,1834,30.940958000000002,-94.373886,49.01
51,30.9,-94.4,03/10/2015,1834,30.935115999999997,-94.37207,49.01
52,31.1,-93.5,03/10/2015,1834,31.101885,-93.52726,15.12
53,38.8,-95.0,03/10/2015,1836,38.755897999999995,-95.00883499999999,7.52
54,35.6,-92.6,03/10/2015,2015,35.556453999999995,-92.58691400000001,23.45
55,32.8,-91.7,03/10/2015,2015,32.79105,-91.66624499999999,35.99
56,34.8,-94.4,03/10/2015,2015,34.806473,-94.36279300000001,19.36
57,37.9,-108.8,03/10/2015,2016,37.892799,-108.84587900000001,113.4
58,35.1,-112.2,03/10/2015,2016,35.127280999999996,-112.238403,17.08
59,35.1,-112.3,03/10/2015,2016,35.124390000000005,-112.25376100000001,18.56
60,35.7,-119.9,03/10/2015,2016,35.736996000000005,-119.885925,8.07
61,40.7,-92.9,03/10/2015,2017,40.661377,-92.928841,21.44
62,36.6,-119.4,03/10/2015,2017,36.635467999999996,-119.35234799999999,12.97
63,36.6,-119.6,03/10/2015,2017,36.627827,-119.62049099999999,3.7
64,36.3,-119.1,03/10/2015,2157,36.274921,-119.133774,10.83
65,38.1,-122.5,03/10/2015,2158,38.136909,-122.504364,14.67
66,30.9,-94.8,04/10/2015,1955,30.8941,-94.831192,16.48
67,35.6,-90.2,04/10/2015,1956,35.637791,-90.224838,20.78
68,37.9,-88.2,04/10/2015,1957,37.875427,-88.228523,19.36
69,39.2,-96.9,04/10/2015,1957,39.232143,-96.877251,86.76
70,39.2,-96.9,04/10/2015,1957,39.23259,-96.871948,86.76
71,36.2,-89.9,04/10/2015,1957,36.212265,-89.94268000000001,43.37
72,39.3,-122.1,04/10/2015,1959,39.346367,-122.14169299999999,24.28
73,46.1,-117.5,04/10/2015,2141,46.074944,-117.546944,44.17
74,46.1,-117.6,04/10/2015,2141,46.080742,-117.551064,44.17
75,47.7,-115.8,04/10/2015,2141,47.691181,-115.78843700000002,15.9
76,46.8,-115.4,04/10/2015,2141,46.783173,-115.434853,11.07
77,19.4,-155.1,04/10/2015,2315,19.436501999999997,-155.082367,35.93
78,19.4,-155.1,04/10/2015,2315,19.432539000000002,-155.081558,35.93
79,34.3,-90.2,05/10/2015,1757,34.320808,-90.20721400000001,15.34
80,34.2,-88.5,05/10/2015,1757,34.185978000000006,-88.477531,15.54
81,34.1,-88.3,05/10/2015,1757,34.065964,-88.26892099999999,45.5
82,27.3,-98.0,05/10/2015,1935,27.310427,-97.997505,9.94
83,30.8,-94.8,05/10/2015,1936,30.778021000000003,-94.787201,100.51
84,30.5,-90.7,05/10/2015,1936,30.540678000000003,-90.686684,19.05
85,29.7,-93.9,05/10/2015,1936,29.701067,-93.89621,13.18
86,30.2,-91.2,05/10/2015,1936,30.211696999999997,-91.21302800000001,21.25
87,33.4,-91.3,05/10/2015,1937,33.364449,-91.34787,12.09
88,34.3,-90.3,05/10/2015,1937,34.263584,-90.333588,12.17
89,34.5,-90.9,05/10/2015,1937,34.485141999999996,-90.94099399999999,188.15
90,35.7,-91.2,05/10/2015,1937,35.661419,-91.247284,9.01
91,35.5,-90.6,05/10/2015,1937,35.486919,-90.632446,27.05
92,34.5,-90.2,05/10/2015,1937,34.510777000000004,-90.192528,23.87
93,35.1,-91.4,05/10/2015,1937,35.094165999999994,-91.390495,13.49
94,34.4,-91.7,05/10/2015,1937,34.404976,-91.68656899999999,52.04
95,33.7,-91.4,05/10/2015,1937,33.729515,-91.363838,21.88
96,34.1,-91.4,05/10/2015,1937,34.075855,-91.384567,18.78
97,35.8,-91.1,05/10/2015,1937,35.814686,-91.06366,19.25
98,36.1,-89.7,05/10/2015,1938,36.067806,-89.73833499999999,28.41
99,36.5,-90.3,05/10/2015,1938,36.480984,-90.334763,19.08
100,44.2,-117.0,05/10/2015,1941,44.205940000000005,-116.99868000000001,117.82
101,47.7,-116.2,05/10/2015,1942,47.702892,-116.15761599999999,5.89
102,46.0,-117.8,05/10/2015,1942,46.017639,-117.791435,9.88
103,46.8,-115.4,05/10/2015,2122,46.786221000000005,-115.431496,10.43
104,48.2,-115.8,05/10/2015,2122,48.154388,-115.760094,16.19
105,47.0,-115.7,05/10/2015,2122,46.99353,-115.711914,9.95
106,19.4,-155.1,05/10/2015,2257,19.408518,-155.090195,15.79
107,19.4,-155.1,06/10/2015,1127,19.435620999999998,-155.08050500000002,12.38
108,31.0,-88.6,06/10/2015,1917,30.992867999999998,-88.56543,203.69
109,30.0,-94.9,06/10/2015,1917,29.978014,-94.934425,12.8
110,32.8,-89.2,06/10/2015,1918,32.803276000000004,-89.172668,121.07
111,33.7,-91.7,06/10/2015,1918,33.658241,-91.700401,17.18
112,34.5,-91.8,06/10/2015,1918,34.471432,-91.83609,26.95
113,36.0,-119.0,06/10/2015,2100,36.001171,-119.03289,26.29
114,42.2,-120.2,06/10/2015,2102,42.159359,-120.23133899999999,104.18
115,47.7,-115.7,06/10/2015,2103,47.706245,-115.738579,13.36
116,48.1,-116.1,06/10/2015,2103,48.149567,-116.06561299999998,7.56
117,44.5,-119.7,06/10/2015,2103,44.479294,-119.68951399999999,11.29
118,44.7,-120.8,06/10/2015,2103,44.69141,-120.765999,14.81
119,46.9,-114.9,06/10/2015,2103,46.916004,-114.85180700000001,256.06
120,46.9,-114.8,06/10/2015,2103,46.912907000000004,-114.83622700000001,585.04
121,46.9,-114.8,06/10/2015,2103,46.912411,-114.842598,585.04
122,47.5,-115.4,06/10/2015,2103,47.502396000000005,-115.377647,13.05
123,19.4,-155.1,07/10/2015,1108,19.417891,-155.05836499999998,18.2
124,32.5,-91.2,07/10/2015,1859,32.532352,-91.226387,13.55
125,32.6,-91.8,07/10/2015,1859,32.611923,-91.80154399999999,7.66
126,31.3,-99.8,07/10/2015,1859,31.326009999999997,-99.77313199999999,6.42
127,35.6,-91.3,07/10/2015,1900,35.592628000000005,-91.328964,11.37
128,35.0,-91.4,07/10/2015,1900,34.955985999999996,-91.372215,7.8
129,36.5,-89.7,07/10/2015,1900,36.547278999999996,-89.714722,51.11
130,28.6,-98.5,07/10/2015,2039,28.557947,-98.51265699999999,18.09
131,29.0,-82.3,08/10/2015,1839,29.031155,-82.32974200000001,11.31
132,31.5,-82.7,08/10/2015,1839,31.485571000000004,-82.682907,9.1
133,34.4,-90.4,08/10/2015,1840,34.356003,-90.413223,10.79
134,33.7,-86.1,08/10/2015,1840,33.678593,-86.12514499999999,11.76
135,36.2,-90.8,08/10/2015,1841,36.152302,-90.830437,12.01
136,35.5,-91.0,08/10/2015,1841,35.495598,-90.952477,58.45
137,35.4,-90.5,08/10/2015,1841,35.407139,-90.501007,6.78
138,35.4,-90.6,08/10/2015,1841,35.362885,-90.635025,16.92
139,34.7,-91.1,08/10/2015,1841,34.727646,-91.145699,7.83
140,35.5,-90.8,08/10/2015,1841,35.454609000000005,-90.844749,17.25
141,35.9,-91.0,08/10/2015,1841,35.852497,-90.986633,10.07
142,36.0,-90.8,08/10/2015,1841,36.044323,-90.79483,10.34
143,35.9,-90.8,08/10/2015,1841,35.928463,-90.822716,7.67
144,36.2,-89.8,08/10/2015,1841,36.235546,-89.812851,103.98
145,39.0,-121.9,08/10/2015,2024,38.983311,-121.868881,4.83
146,39.1,-121.9,08/10/2015,2024,39.117489,-121.88146200000001,11.2
147,39.3,-122.1,08/10/2015,2024,39.341248,-122.07091499999999,20.67
148,48.3,-101.3,08/10/2015,2025,48.329609000000005,-101.262817,18.82
149,47.9,-101.1,08/10/2015,2025,47.879428999999995,-101.13493299999999,13.71
150,48.8,-101.6,08/10/2015,2026,48.789635,-101.642418,7.47
151,48.8,-101.3,08/10/2015,2026,48.845703,-101.26750899999999,26.01
152,19.4,-155.1,09/10/2015,1210,19.410702,-155.0905,32.94
153,32.0,-91.5,09/10/2015,1821,32.0182,-91.533218,19.37
154,35.0,-76.8,09/10/2015,1821,35.047512,-76.805611,14.1
155,30.1,-92.0,09/10/2015,2001,30.116196000000002,-92.03535500000001,16.44
156,39.5,-121.9,09/10/2015,2005,39.530045,-121.891624,12.02
157,39.3,-122.1,09/10/2015,2005,39.343739,-122.14299,9.14
158,39.4,-122.2,09/10/2015,2005,39.379639000000005,-122.23619099999999,16.11
159,39.4,-122.2,09/10/2015,2005,39.385681,-122.239182,16.11
160,46.2,-116.3,09/10/2015,2006,46.201485,-116.27551299999999,177.14
161,39.2,-122.2,09/10/2015,2145,39.219691999999995,-122.23451200000001,103.27
162,39.0,-121.9,09/10/2015,2145,38.97226,-121.86920900000001,18.29
163,39.5,-120.3,09/10/2015,2145,39.464275,-120.27123300000001,16.9
164,40.7,-120.8,09/10/2015,2146,40.712734000000005,-120.845413,89.61
165,40.7,-120.8,09/10/2015,2146,40.71822,-120.84091200000002,89.61
166,40.7,-120.9,09/10/2015,2146,40.717471999999994,-120.85391200000001,27.28
167,40.7,-120.8,09/10/2015,2146,40.712996999999994,-120.840775,89.61
168,31.7,-85.4,10/10/2015,1802,31.727197999999998,-85.445259,7.35
169,31.7,-87.5,10/10/2015,1802,31.708810999999997,-87.48979200000001,13.2
170,37.8,-89.7,10/10/2015,1804,37.828121,-89.738823,29.64
171,38.1,-88.4,10/10/2015,1804,38.13105,-88.393227,9.76
172,47.8,-100.0,10/10/2015,1807,47.757946000000004,-100.02336899999999,14.19
173,30.5,-91.5,10/10/2015,1942,30.456121000000003,-91.510902,18.66
174,31.2,-84.2,10/10/2015,1942,31.189939000000003,-84.179092,16.59
175,30.0,-92.1,10/10/2015,1942,30.031584000000002,-92.12732700000001,17.7
176,31.3,-92.9,10/10/2015,1943,31.289059,-92.918327,9.86
177,34.4,-91.2,10/10/2015,1943,34.40855,-91.232185,23.94
178,36.9,-89.7,10/10/2015,1944,36.915436,-89.74814599999999,20.13
179,36.9,-89.7,10/10/2015,1944,36.915684000000006,-89.744087,20.13
180,35.9,-89.6,10/10/2015,1944,35.863021999999994,-89.602776,12.93
181,36.9,-89.6,10/10/2015,1944,36.856506,-89.610962,21.2
182,36.9,-89.6,10/10/2015,1944,36.856761999999996,-89.606888,21.2
183,36.5,-90.1,10/10/2015,1944,36.545719,-90.119652,11.01
184,36.6,-90.1,10/10/2015,1944,36.550888,-90.12014,11.01
185,37.7,-100.9,10/10/2015,1945,37.689445,-100.868561,70.3
186,40.4,-88.0,10/10/2015,1945,40.447659,-88.019203,12.11
187,44.9,-115.8,10/10/2015,1947,44.880325,-115.78153999999999,9.53
188,45.4,-116.3,10/10/2015,1948,45.350212,-116.255417,25.53
189,45.0,-119.0,10/10/2015,1948,44.981209,-119.0112,12.97
190,39.2,-122.2,10/10/2015,2126,39.223427,-122.23131599999999,81.4
191,40.7,-120.8,10/10/2015,2127,40.718371999999995,-120.849434,9.78
192,45.3,-116.3,10/10/2015,2128,45.34771,-116.25136599999999,38.68
193,46.2,-119.6,10/10/2015,2128,46.246914000000004,-119.62480900000001,16.72
194,47.6,-112.9,10/10/2015,2129,47.641365,-112.869446,27.01
195,42.9,-106.3,11/10/2015,803,42.876011,-106.28791799999999,9.4
196,67.2,-159.8,11/10/2015,1620,67.170128,-159.827789,0.03
197,41.2,-88.1,11/10/2015,1746,41.153423,-88.115616,39.87
198,48.1,-96.6,11/10/2015,1749,48.113440999999995,-96.587082,10.34
199,30.1,-91.9,11/10/2015,1923,30.097475,-91.873779,13.22
200,34.5,-91.9,11/10/2015,1925,34.547325,-91.934593,77.55
201,34.5,-91.9,11/10/2015,1925,34.547928000000006,-91.929741,77.55
202,35.8,-91.1,11/10/2015,1925,35.753353000000004,-91.078415,261.36
203,47.4,-96.1,11/10/2015,1928,47.429778999999996,-96.069275,93.68
204,43.8,-116.0,11/10/2015,1928,43.799824,-115.99221000000001,62.25
205,47.4,-100.2,11/10/2015,1928,47.364292,-100.16272,55.16
206,46.0,-105.8,11/10/2015,1928,46.011993,-105.77336100000001,256.01
207,45.9,-111.4,11/10/2015,1929,45.945908,-111.35259199999999,56.27
208,45.9,-111.4,11/10/2015,1929,45.949764,-111.358429,56.27
209,45.9,-111.3,11/10/2015,1929,45.943417,-111.341797,15.73
210,42.9,-106.2,11/10/2015,2108,42.880249,-106.16999799999999,188.74
211,42.9,-106.2,11/10/2015,2108,42.880219,-106.178215,188.74
212,46.0,-111.4,11/10/2015,2109,45.950577,-111.353073,36.41
213,46.0,-111.3,11/10/2015,2109,45.962612,-111.321304,328.92
214,46.0,-111.4,11/10/2015,2109,45.95578,-111.35943600000002,36.41
215,43.8,-115.9,11/10/2015,2109,43.789169,-115.94863899999999,24.78
216,19.4,-155.1,12/10/2015,24,19.434044,-155.075043,27.93
217,42.0,-73.8,12/10/2015,743,41.975871999999995,-73.81579599999999,6.61
218,38.8,-75.8,12/10/2015,744,38.758614,-75.781998,8.0
219,44.3,-120.8,12/10/2015,1105,44.3423,-120.82660700000001,11.14
220,31.2,-86.7,12/10/2015,1904,31.153554999999997,-86.681656,58.04
221,29.3,-82.5,12/10/2015,1904,29.311232,-82.519302,6.76
222,30.1,-85.4,12/10/2015,1904,30.104452000000002,-85.384842,13.44
223,31.1,-88.2,12/10/2015,1905,31.135790000000004,-88.17938199999999,268.95
224,31.8,-87.3,12/10/2015,1905,31.832619,-87.308708,101.65
225,31.8,-87.3,12/10/2015,1905,31.832039,-87.31311,101.65
226,34.0,-90.5,12/10/2015,1905,34.023586,-90.515724,14.41
227,31.8,-88.9,12/10/2015,1905,31.750653999999997,-88.893799,133.57
228,30.5,-91.5,12/10/2015,1905,30.485638,-91.500206,83.32
229,30.6,-92.5,12/10/2015,1905,30.63765,-92.521843,16.15
230,31.9,-88.4,12/10/2015,1905,31.934753000000004,-88.365723,6.1
231,31.7,-87.5,12/10/2015,1905,31.672096000000003,-87.517876,112.01
232,36.1,-90.9,12/10/2015,1906,36.077705,-90.874214,17.9
233,36.1,-90.7,12/10/2015,1906,36.110313,-90.67959599999999,12.74
234,34.9,-94.2,12/10/2015,1906,34.854286,-94.166664,12.43
235,35.8,-91.2,12/10/2015,1906,35.815407,-91.171112,16.9
236,32.3,-101.9,12/10/2015,1906,32.306278000000006,-101.947716,12.23
237,41.4,-90.0,12/10/2015,1907,41.383957,-89.95285,165.17
238,34.9,-99.2,12/10/2015,2047,34.904869,-99.19388599999999,29.83
239,37.8,-100.9,12/10/2015,2048,37.830036,-100.932159,36.05
240,37.5,-101.3,12/10/2015,2048,37.49255,-101.303673,38.63
241,39.4,-121.9,12/10/2015,2049,39.432010999999996,-121.91169,95.61
242,39.0,-121.8,12/10/2015,2049,39.029526000000004,-121.772095,14.72
243,42.9,-106.2,12/10/2015,2049,42.904003,-106.19823500000001,14.58
244,43.8,-115.9,12/10/2015,2050,43.800434,-115.94791399999998,166.92
245,43.8,-116.0,12/10/2015,2050,43.804759999999995,-115.969879,311.02
246,47.2,-117.0,12/10/2015,2051,47.233971000000004,-116.98060600000001,141.66
247,19.4,-155.1,13/10/2015,6,19.437559,-155.075867,42.28
248,30.5,-85.5,13/10/2015,1845,30.476222999999997,-85.513924,48.24
249,30.1,-83.5,13/10/2015,1845,30.096923999999998,-83.54409,11.44
250,29.2,-81.7,13/10/2015,1845,29.241936,-81.74323299999999,67.02
251,29.8,-94.9,13/10/2015,1846,29.827126,-94.920456,8.21
252,30.7,-96.4,13/10/2015,1846,30.742773,-96.392647,10.62
253,29.0,-96.0,13/10/2015,1846,29.049618,-96.048538,35.43
254,29.1,-96.0,13/10/2015,1846,29.0518,-96.039658,62.6
255,30.1,-97.1,13/10/2015,1846,30.082294,-97.14475300000001,58.08
256,33.1,-89.4,13/10/2015,1846,33.054077,-89.400063,14.13
257,33.0,-89.4,13/10/2015,1846,33.047791,-89.39318100000001,51.92
258,30.7,-97.3,13/10/2015,1846,30.671148,-97.305481,52.51
259,33.0,-89.7,13/10/2015,1846,32.979735999999995,-89.683174,293.62
260,29.9,-91.0,13/10/2015,1846,29.914845,-91.002319,18.85
261,32.4,-93.2,13/10/2015,1846,32.442787,-93.222778,158.62
262,32.4,-93.2,13/10/2015,1846,32.438351000000004,-93.221413,158.62
263,36.4,-90.6,13/10/2015,1847,36.397597999999995,-90.631935,15.15
264,36.3,-90.9,13/10/2015,1847,36.308933,-90.875664,39.65
265,34.9,-96.1,13/10/2015,1847,34.920029,-96.05690799999999,17.56
266,34.4,-98.5,13/10/2015,1847,34.355785,-98.478729,10.35
267,33.9,-91.7,13/10/2015,1847,33.933613,-91.692696,10.34
268,38.5,-76.1,13/10/2015,1847,38.480171,-76.065125,6.78
269,48.9,-101.9,13/10/2015,1851,48.860214,-101.90226700000001,9.61
270,30.2,-95.9,13/10/2015,2026,30.231014000000002,-95.90884399999999,11.62
271,30.1,-97.2,13/10/2015,2026,30.069498,-97.156334,136.44
272,30.2,-95.1,13/10/2015,2026,30.170672999999997,-95.074089,10.85
273,30.8,-97.7,13/10/2015,2027,30.831073999999997,-97.672241,7.42
274,37.4,-98.1,13/10/2015,2028,37.377365000000005,-98.111824,12.16
275,34.1,-109.9,13/10/2015,2028,34.061954,-109.927155,8.04
276,34.6,-97.3,13/10/2015,2028,34.570617999999996,-97.341278,15.04
277,34.6,-111.2,13/10/2015,2028,34.642902,-111.19821200000001,10.48
278,35.9,-99.1,13/10/2015,2028,35.908264,-99.09805300000001,29.1
279,39.2,-96.8,13/10/2015,2029,39.17115,-96.753326,18.58
280,37.8,-99.2,13/10/2015,2029,37.828236,-99.232941,8.59
281,36.7,-121.4,13/10/2015,2029,36.689682,-121.39438600000001,32.56
282,38.2,-106.5,13/10/2015,2029,38.160576,-106.494026,16.79
283,42.8,-97.1,13/10/2015,2030,42.804759999999995,-97.089836,29.09
284,39.9,-110.9,13/10/2015,2030,39.918713000000004,-110.87120800000001,22.34
285,43.8,-116.0,13/10/2015,2031,43.803959000000006,-115.95346799999999,94.84
286,43.8,-115.9,13/10/2015,2031,43.804809999999996,-115.948349,94.84
287,45.0,-120.0,13/10/2015,2031,45.030712,-120.03698,23.25
288,45.0,-99.3,13/10/2015,2031,45.029701,-99.260712,17.59
289,45.8,-114.3,13/10/2015,2031,45.807755,-114.314125,6.61
290,48.5,-101.6,13/10/2015,2032,48.476528,-101.602814,9.7
291,48.5,-101.6,13/10/2015,2032,48.476368,-101.608452,9.7
292,48.5,-101.8,13/10/2015,2032,48.52026,-101.80888399999999,18.2
293,47.9,-99.4,13/10/2015,2032,47.861061,-99.447273,11.24
294,48.4,-100.1,13/10/2015,2032,48.36425,-100.118927,12.5
295,48.0,-100.8,13/10/2015,2032,47.960831,-100.75528,12.67
296,47.9,-102.1,13/10/2015,2032,47.855988,-102.122551,12.07
297,48.1,-101.9,13/10/2015,2032,48.055405,-101.921249,11.83
298,43.3,-123.1,13/10/2015,2212,43.329215999999995,-123.132393,13.32
299,19.4,-155.1,14/10/2015,1217,19.426285,-155.070526,28.87
300,31.7,-86.1,14/10/2015,1827,31.711319,-86.096024,16.68
301,31.8,-87.3,14/10/2015,1827,31.820219,-87.29786700000001,120.47
302,32.5,-86.7,14/10/2015,1827,32.487251,-86.70159100000001,15.75
303,31.4,-86.3,14/10/2015,1827,31.442515999999998,-86.258873,62.38
304,30.7,-86.9,14/10/2015,1827,30.691319,-86.94963800000001,96.74
305,30.6,-94.6,14/10/2015,1827,30.61018,-94.570335,16.99
306,30.5,-85.6,14/10/2015,1827,30.466165999999998,-85.5625,13.25
307,30.5,-85.6,14/10/2015,1827,30.466957,-85.55851700000001,13.25
308,30.2,-91.1,14/10/2015,1827,30.164099,-91.121712,9.64
309,30.6,-85.4,14/10/2015,1827,30.587486,-85.364761,89.69
310,30.4,-91.5,14/10/2015,1827,30.435422999999997,-91.51924100000001,22.23
311,30.5,-91.5,14/10/2015,1827,30.452955,-91.520309,97.68
312,30.5,-92.2,14/10/2015,1827,30.464909000000002,-92.196732,39.72
313,33.0,-85.6,14/10/2015,1827,33.014221,-85.63916,165.5
314,31.1,-85.0,14/10/2015,1827,31.083796000000003,-85.042427,37.94
315,30.1,-92.1,14/10/2015,1827,30.120516,-92.082817,8.72
316,29.8,-91.7,14/10/2015,1827,29.845685999999997,-91.666878,9.66
317,29.9,-92.4,14/10/2015,1827,29.876471000000002,-92.422287,15.0
318,30.0,-90.9,14/10/2015,1827,30.029390000000003,-90.86673,11.23
319,29.9,-92.4,14/10/2015,1827,29.875214,-92.427246,15.0
320,30.0,-91.0,14/10/2015,1827,30.021919,-90.990364,9.12
321,33.1,-87.9,14/10/2015,1827,33.137539000000004,-87.864464,18.14
322,30.0,-90.7,14/10/2015,1827,29.968462,-90.731606,13.0
323,30.0,-92.0,14/10/2015,1827,30.006081,-92.000999,8.04
324,29.8,-91.6,14/10/2015,1827,29.842056,-91.559624,18.37
325,30.1,-91.0,14/10/2015,1827,30.0793,-90.969254,25.27
326,32.5,-91.5,14/10/2015,1828,32.493922999999995,-91.510925,9.02
327,32.6,-91.9,14/10/2015,1828,32.638218,-91.889824,24.17
328,34.1,-91.0,14/10/2015,1828,34.121655,-91.00500500000001,7.77
329,33.2,-91.3,14/10/2015,1828,33.221809,-91.312866,36.85
330,34.0,-91.5,14/10/2015,1828,33.967495,-91.516838,18.33
331,34.2,-88.1,14/10/2015,1828,34.177498,-88.123047,15.63
332,33.1,-91.5,14/10/2015,1828,33.092487,-91.503372,7.72
333,34.5,-92.0,14/10/2015,1828,34.528618,-91.960548,17.25
334,34.3,-91.4,14/10/2015,1828,34.293064,-91.38681,45.62
335,34.4,-91.8,14/10/2015,1828,34.40139,-91.803726,5.86
336,34.9,-91.1,14/10/2015,1828,34.887039,-91.06525400000001,31.5
337,34.4,-91.2,14/10/2015,1828,34.37254,-91.16825899999999,11.19
338,34.7,-91.9,14/10/2015,1828,34.6898,-91.913147,39.27
339,34.7,-91.9,14/10/2015,1828,34.694855,-91.914986,39.27
340,36.8,-89.6,14/10/2015,1829,36.792316,-89.555305,6.71
341,37.8,-93.5,14/10/2015,1829,37.777828,-93.52969399999999,4.94
342,39.9,-93.7,14/10/2015,1830,39.936073,-93.697784,5.7
343,45.9,-96.7,14/10/2015,1831,45.926064000000004,-96.707039,18.72
344,48.5,-101.3,14/10/2015,1832,48.481373,-101.343948,24.6
345,48.8,-100.0,14/10/2015,1832,48.799278,-99.96635400000001,5.05
346,47.7,-99.4,14/10/2015,1832,47.655071,-99.407913,43.62
347,47.5,-98.5,14/10/2015,1832,47.452587,-98.544235,13.92
348,47.7,-99.4,14/10/2015,1832,47.659988,-99.410995,43.62
349,47.8,-99.6,14/10/2015,1832,47.825953999999996,-99.574501,15.02
350,47.8,-99.8,14/10/2015,1832,47.768421000000004,-99.83097099999999,8.02
351,48.2,-99.0,14/10/2015,1832,48.170025,-98.954437,3.81
352,48.8,-101.0,14/10/2015,1832,48.805328,-101.02604699999999,11.67
353,48.8,-101.0,14/10/2015,1832,48.800304,-101.022614,11.67
354,48.2,-101.6,14/10/2015,1832,48.24168,-101.56864200000001,8.38
355,48.3,-101.3,14/10/2015,1832,48.322371999999994,-101.284363,101.6
356,48.0,-101.4,14/10/2015,1832,47.97123,-101.35192099999999,10.2
357,48.4,-101.4,14/10/2015,1832,48.417286,-101.43046600000001,9.65
358,30.0,-94.7,14/10/2015,2007,30.003866,-94.718887,7.52
359,30.0,-92.8,14/10/2015,2007,29.975029,-92.756355,19.89
360,30.2,-95.1,14/10/2015,2007,30.177645000000002,-95.069153,7.48
361,30.2,-95.1,14/10/2015,2007,30.172108,-95.072334,7.48
362,30.2,-95.1,14/10/2015,2007,30.172384,-95.068657,7.48
363,30.1,-97.2,14/10/2015,2007,30.071657000000002,-97.182312,66.99
364,30.1,-97.2,14/10/2015,2007,30.076786,-97.177483,66.99
365,29.9,-91.7,14/10/2015,2007,29.884762,-91.722557,43.66
366,29.9,-92.3,14/10/2015,2007,29.900728000000004,-92.332008,12.47
367,29.8,-90.8,14/10/2015,2007,29.811978999999997,-90.827271,17.38
368,30.1,-93.5,14/10/2015,2007,30.083889000000003,-93.477234,9.78
369,29.7,-94.0,14/10/2015,2007,29.691463,-93.96414200000001,15.67
